OrderID,ShipDate,ShipMode,AddressID,ShipmentID
CA-2015-157322,2015-07-06,Standard Class,AD001061,SH003952
CA-2015-109386,2015-11-13,Second Class,AD001061,SH003953
US-2014-103905,2014-07-20,Standard Class,AD001071,SH003954
CA-2016-136812,2016-11-23,Standard Class,AD001071,SH003955
CA-2017-107321,2017-09-04,Standard Class,AD001071,SH003956
CA-2016-163216,2016-10-10,First Class,AD001071,SH003957
CA-2015-144519,2015-11-17,Standard Class,AD001071,SH003958
CA-2016-120824,2016-06-16,Second Class,AD001071,SH003959
US-2017-118157,2017-11-17,First Class,AD001071,SH003960
CA-2014-125556,2014-11-16,Second Class,AD001073,SH003961
CA-2017-154109,2017-11-11,Standard Class,AD001073,SH003962
US-2017-142573,2017-07-23,Standard Class,AD001073,SH003963
CA-2017-121580,2017-06-04,Standard Class,AD001073,SH003964
CA-2017-152079,2017-01-21,First Class,AD001073,SH003965
CA-2016-125794,2016-10-03,Standard Class,AD001073,SH003966
CA-2014-151953,2014-09-25,Standard Class,AD001077,SH003967
CA-2017-158036,2017-09-14,Standard Class,AD001077,SH003968
US-2017-133200,2017-05-11,Standard Class,AD001077,SH003969
CA-2014-114314,2014-10-15,Standard Class,AD001077,SH003970
CA-2017-104885,2017-03-08,Standard Class,AD001077,SH003971
CA-2017-115882,2017-09-17,First Class,AD001077,SH003972
CA-2014-136336,2014-04-26,Standard Class,AD001077,SH003973
CA-2017-130841,2017-08-01,Standard Class,AD001078,SH003974
CA-2015-156440,2015-12-09,Standard Class,AD001078,SH003975
CA-2016-153185,2016-09-08,Standard Class,AD001078,SH003976
CA-2016-132017,2016-09-27,First Class,AD001078,SH003977
CA-2015-131884,2015-12-06,Same Day,AD001079,SH003978
CA-2015-145065,2015-12-15,First Class,AD001079,SH003979
CA-2014-100006,2014-09-13,Standard Class,AD001079,SH003980
US-2016-111290,2016-07-26,Standard Class,AD001079,SH003981
US-2016-139087,2016-07-22,Second Class,AD001079,SH003982
CA-2017-165099,2017-12-13,First Class,AD001079,SH003983
CA-2017-133046,2017-08-01,Second Class,AD001079,SH003984
CA-2017-166835,2017-11-14,Second Class,AD001079,SH003985
CA-2016-106383,2016-03-21,Second Class,AD001081,SH003986
US-2016-163461,2016-06-21,First Class,AD001081,SH003987
CA-2014-151946,2014-06-09,Standard Class,AD001081,SH003988
CA-2014-139283,2014-11-27,Standard Class,AD001081,SH003989
CA-2017-157091,2017-07-01,Standard Class,AD001085,SH003990
CA-2017-140949,2017-03-22,Second Class,AD001085,SH003991
CA-2015-141145,2015-09-23,Standard Class,AD001085,SH003992
CA-2015-129322,2015-08-10,Second Class,AD001085,SH003993
CA-2016-146633,2016-11-17,Second Class,AD001092,SH003994
US-2017-104437,2017-01-31,Standard Class,AD001092,SH003995
CA-2015-110345,2015-03-11,Second Class,AD001092,SH003996
CA-2015-143364,2015-07-19,Second Class,AD001092,SH003997
CA-2016-166429,2016-09-08,Standard Class,AD001092,SH003998
CA-2017-103380,2017-11-25,Standard Class,AD001094,SH003999
CA-2016-137729,2016-05-09,Standard Class,AD001094,SH004000
CA-2014-141355,2014-09-30,Standard Class,AD001094,SH004001
US-2016-105452,2016-08-01,Standard Class,AD001094,SH004002
CA-2015-116092,2015-02-18,Second Class,AD001095,SH004003
CA-2014-157721,2014-09-05,First Class,AD001095,SH004004
CA-2015-145485,2015-11-05,Same Day,AD001095,SH004005
CA-2016-158547,2016-06-04,Standard Class,AD001095,SH004006
CA-2017-151008,2017-09-08,First Class,AD001095,SH004007
CA-2017-158169,2017-08-15,First Class,AD001095,SH004008
US-2016-117541,2016-11-20,Standard Class,AD001095,SH004009
US-2015-136427,2015-06-23,First Class,AD001095,SH004010
CA-2017-130834,2017-11-06,Second Class,AD001095,SH004011
CA-2014-160094,2014-05-02,First Class,AD001095,SH004012
CA-2015-117611,2015-11-10,Second Class,AD001100,SH004013
CA-2017-147144,2017-03-28,First Class,AD001100,SH004014
CA-2017-107314,2017-12-03,First Class,AD001100,SH004015
CA-2016-114748,2016-10-14,Standard Class,AD001100,SH004016
US-2015-137960,2015-12-18,Same Day,AD001101,SH004017
CA-2015-164336,2015-07-10,Standard Class,AD001101,SH004018
CA-2017-107986,2017-12-13,Same Day,AD001101,SH004019
CA-2014-103660,2014-08-30,Standard Class,AD001101,SH004020
CA-2016-138667,2016-12-30,Second Class,AD001101,SH004021
CA-2014-125997,2014-09-23,First Class,AD001101,SH004022
CA-2014-150518,2014-11-24,Standard Class,AD001101,SH004023
CA-2017-122994,2017-02-09,First Class,AD001102,SH004024
CA-2017-169894,2017-11-29,Second Class,AD001102,SH004025
CA-2014-148614,2014-01-25,Standard Class,AD001102,SH004026
CA-2015-132948,2015-04-03,Standard Class,AD001102,SH004027
CA-2016-133319,2016-09-11,Standard Class,AD001102,SH004028
CA-2017-103415,2017-12-08,Standard Class,AD001102,SH004029
CA-2015-119690,2015-06-28,First Class,AD001102,SH004030
CA-2017-122308,2017-03-28,Standard Class,AD001102,SH004031
CA-2016-161361,2016-03-28,Second Class,AD001102,SH004032
CA-2017-149146,2017-10-12,Same Day,AD001104,SH004033
CA-2017-145128,2017-07-14,Standard Class,AD001104,SH004034
CA-2014-145317,2014-03-23,Standard Class,AD001104,SH004035
CA-2015-144890,2015-12-29,Standard Class,AD001104,SH004036
US-2015-130512,2015-08-25,Standard Class,AD001104,SH004037
CA-2017-137470,2017-09-17,Same Day,AD001105,SH004038
CA-2017-118773,2017-02-14,Standard Class,AD001105,SH004039
CA-2016-145303,2016-08-31,First Class,AD001105,SH004040
CA-2015-136196,2015-12-04,Standard Class,AD001105,SH004041
CA-2017-118892,2017-08-22,Second Class,AD001105,SH004042
CA-2017-142622,2017-11-02,First Class,AD001112,SH004043
CA-2014-121727,2014-08-24,Standard Class,AD001112,SH004044
CA-2014-135608,2014-12-10,Second Class,AD001112,SH004045
CA-2014-111773,2014-07-03,Standard Class,AD001112,SH004046
CA-2015-138331,2015-08-12,Standard Class,AD001112,SH004047
CA-2015-113152,2015-12-30,Standard Class,AD001112,SH004048
CA-2014-166051,2014-06-05,Standard Class,AD001112,SH004049
CA-2016-112676,2016-05-08,First Class,AD001115,SH004050
CA-2015-137897,2015-11-19,Standard Class,AD001115,SH004051
CA-2015-154746,2015-11-17,First Class,AD001115,SH004052
CA-2017-103009,2017-11-05,Second Class,AD001115,SH004053
US-2017-108700,2017-05-23,Standard Class,AD001115,SH004054
CA-2014-135993,2014-06-02,Standard Class,AD001115,SH004055
CA-2017-105130,2017-11-25,Standard Class,AD001115,SH004056
CA-2016-160136,2016-11-09,Standard Class,AD001115,SH004057
CA-2017-115154,2017-01-11,First Class,AD001119,SH004058
CA-2017-164819,2017-10-19,Second Class,AD001119,SH004059
US-2014-117968,2014-08-07,Second Class,AD001119,SH004060
US-2016-159093,2016-05-14,Standard Class,AD001119,SH004061
US-2017-128951,2017-07-17,First Class,AD001119,SH004062
CA-2017-116225,2017-11-09,Standard Class,AD001128,SH004063
US-2017-147669,2017-12-30,Standard Class,AD001128,SH004064
CA-2016-136371,2016-03-21,Second Class,AD001128,SH004065
CA-2016-124681,2016-07-23,Second Class,AD001128,SH004066
CA-2017-116953,2017-04-25,First Class,AD001128,SH004067
CA-2016-133669,2016-10-27,Standard Class,AD001128,SH004068
CA-2017-122798,2018-01-01,Standard Class,AD001128,SH004069
CA-2017-147767,2017-12-02,Same Day,AD001128,SH004070
US-2017-120418,2017-06-12,First Class,AD001129,SH004071
CA-2017-113530,2017-05-21,Second Class,AD001129,SH004072
CA-2016-143910,2016-08-16,Standard Class,AD001129,SH004073
CA-2014-113859,2014-09-17,Standard Class,AD001129,SH004074
CA-2014-147543,2014-07-12,Standard Class,AD001129,SH004075
US-2016-134369,2016-09-22,Standard Class,AD001129,SH004076
CA-2016-123050,2016-04-08,Second Class,AD001129,SH004077
CA-2016-149335,2016-07-25,Same Day,AD001129,SH004078
CA-2015-158351,2015-06-24,Second Class,AD001129,SH004079
CA-2017-122035,2017-07-25,Standard Class,AD001130,SH004080
CA-2017-114258,2017-11-10,Second Class,AD001130,SH004081
US-2017-128398,2017-05-05,Second Class,AD001130,SH004082
CA-2016-116764,2016-09-02,Standard Class,AD001130,SH004083
CA-2016-136595,2016-09-07,First Class,AD001130,SH004084
CA-2015-109603,2015-02-01,Standard Class,AD001130,SH004085
CA-2014-103807,2014-12-09,Standard Class,AD001130,SH004086
CA-2015-149748,2015-06-02,Second Class,AD001130,SH004087
CA-2015-105102,2015-09-19,Second Class,AD001134,SH004088
CA-2016-160304,2016-01-07,Standard Class,AD001134,SH004089
CA-2016-142615,2016-11-24,Standard Class,AD001134,SH004090
CA-2017-165155,2017-09-23,First Class,AD001134,SH004091
CA-2017-155642,2017-05-22,Standard Class,AD001134,SH004092
US-2017-129203,2017-04-22,Standard Class,AD001134,SH004093
CA-2017-138422,2017-09-26,First Class,AD001135,SH004094
CA-2017-126067,2017-09-03,Standard Class,AD001135,SH004095
CA-2017-102554,2017-06-15,Standard Class,AD001135,SH004096
CA-2014-157609,2014-03-21,Second Class,AD001135,SH004097
CA-2016-140613,2016-07-29,Standard Class,AD001135,SH004098
CA-2014-107524,2014-03-08,Standard Class,AD001135,SH004099
CA-2015-105613,2015-10-22,Standard Class,AD001135,SH004100
US-2014-143287,2014-11-17,Standard Class,AD001135,SH004101
CA-2014-140886,2014-10-04,Standard Class,AD001139,SH004102
CA-2015-102722,2015-04-19,First Class,AD001139,SH004103
US-2015-124219,2015-08-08,First Class,AD001139,SH004104
US-2015-158589,2015-11-24,Standard Class,AD001139,SH004105
CA-2015-111514,2015-09-02,First Class,AD001149,SH004106
CA-2014-169803,2014-04-12,Standard Class,AD001149,SH004107
CA-2015-152681,2015-01-22,Standard Class,AD001149,SH004108
CA-2015-137106,2015-04-04,Standard Class,AD001149,SH004109
CA-2017-144680,2017-04-02,First Class,AD001149,SH004110
CA-2017-107132,2017-06-30,Standard Class,AD001149,SH004111
US-2014-127635,2014-09-18,Second Class,AD001149,SH004112
CA-2014-128622,2014-11-17,Second Class,AD001149,SH004113
US-2017-117534,2017-03-26,First Class,AD001162,SH004114
CA-2014-151792,2014-09-07,Second Class,AD001162,SH004115
CA-2016-123120,2016-09-08,Standard Class,AD001162,SH004116
CA-2017-119655,2017-04-24,Standard Class,AD001162,SH004117
US-2014-137869,2014-04-02,Standard Class,AD001162,SH004118
US-2015-127040,2015-12-10,Standard Class,AD001164,SH004119
CA-2014-121573,2014-11-07,Standard Class,AD001164,SH004120
CA-2017-125381,2017-04-27,Second Class,AD001164,SH004121
CA-2017-139493,2017-09-19,Standard Class,AD001164,SH004122
CA-2014-169446,2014-12-25,Standard Class,AD001164,SH004123
CA-2014-146997,2014-01-27,Standard Class,AD001164,SH004124
CA-2017-144589,2017-01-25,Standard Class,AD001171,SH004125
CA-2015-147788,2015-06-04,Standard Class,AD001171,SH004126
CA-2014-154669,2014-08-11,Second Class,AD001171,SH004127
CA-2014-165540,2014-02-25,Standard Class,AD001171,SH004128
CA-2014-156006,2014-05-02,Second Class,AD001171,SH004129
CA-2015-102015,2015-09-18,Standard Class,AD001171,SH004130
CA-2017-134439,2017-09-23,Second Class,AD001171,SH004131
CA-2017-160927,2017-01-31,Second Class,AD001171,SH004132
CA-2015-142041,2015-06-09,Second Class,AD001174,SH004133
CA-2015-113404,2015-07-16,Same Day,AD001174,SH004134
CA-2017-137344,2017-08-20,Same Day,AD001174,SH004135
CA-2015-139584,2015-08-28,Standard Class,AD001174,SH004136
CA-2016-158358,2016-03-08,Standard Class,AD001174,SH004137
CA-2017-168655,2017-10-18,Standard Class,AD001178,SH004138
CA-2017-158953,2017-06-08,Standard Class,AD001178,SH004139
CA-2017-113208,2017-04-02,Standard Class,AD001178,SH004140
CA-2016-155551,2016-04-23,Standard Class,AD001181,SH004141
CA-2016-101742,2016-09-28,Second Class,AD001181,SH004142
CA-2016-165561,2016-11-28,Standard Class,AD001181,SH004143
US-2017-105998,2017-11-05,First Class,AD001181,SH004144
CA-2014-148586,2014-04-01,Standard Class,AD001186,SH004145
CA-2014-158442,2014-03-17,Same Day,AD001186,SH004146
CA-2015-130876,2015-05-16,Second Class,AD001186,SH004147
CA-2015-151253,2015-04-26,Standard Class,AD001186,SH004148
CA-2016-100993,2016-02-10,Standard Class,AD001186,SH004149
CA-2017-110940,2017-07-28,Standard Class,AD001186,SH004150
CA-2014-164210,2014-11-20,Second Class,AD001190,SH004151
US-2015-114839,2015-04-30,Standard Class,AD001190,SH004152
CA-2016-120257,2016-09-28,Standard Class,AD001190,SH004153
US-2016-131891,2016-07-31,First Class,AD001190,SH004154
CA-2015-162782,2015-02-27,Standard Class,AD001190,SH004155
US-2015-145422,2015-12-07,Standard Class,AD001190,SH004156
CA-2015-144274,2015-11-25,Second Class,AD001190,SH004157
CA-2015-142419,2015-07-13,Second Class,AD001199,SH004158
CA-2017-138975,2017-05-23,Standard Class,AD001199,SH004159
CA-2017-126354,2017-02-08,Standard Class,AD001199,SH004160
CA-2017-142090,2017-12-07,Standard Class,AD001199,SH004161
CA-2017-153843,2017-03-15,First Class,AD001199,SH004162
CA-2015-113740,2015-08-28,Second Class,AD001199,SH004163
CA-2014-131009,2014-03-05,Standard Class,AD001199,SH004164
US-2016-149790,2016-10-01,Standard Class,AD001199,SH004165
CA-2017-142293,2017-09-20,First Class,AD001199,SH004166
US-2016-135923,2016-01-28,Standard Class,AD001202,SH004167
CA-2015-147816,2015-09-26,Second Class,AD001202,SH004168
CA-2017-102750,2017-09-08,Second Class,AD001204,SH004169
CA-2014-102988,2014-04-09,Second Class,AD001204,SH004170
CA-2016-100244,2016-09-24,Standard Class,AD001204,SH004171
CA-2015-141040,2015-10-13,Second Class,AD001210,SH004172
CA-2016-162614,2016-10-13,Standard Class,AD001210,SH004173
CA-2014-129364,2014-12-13,Standard Class,AD001210,SH004174
US-2016-112970,2016-11-15,First Class,AD001210,SH004175
US-2017-104661,2017-01-18,First Class,AD001210,SH004176
US-2016-166660,2016-02-01,Second Class,AD001210,SH004177
CA-2015-117898,2015-12-11,Standard Class,AD001210,SH004178
CA-2014-144624,2014-11-23,Standard Class,AD001212,SH004179
US-2015-128090,2015-08-22,Standard Class,AD001212,SH004180
CA-2017-166576,2017-05-18,First Class,AD001212,SH004181
US-2017-109582,2017-09-17,Second Class,AD001212,SH004182
CA-2015-107685,2015-12-02,Second Class,AD001212,SH004183
CA-2016-130393,2016-12-03,Second Class,AD001212,SH004184
CA-2015-158148,2015-12-26,Standard Class,AD001212,SH004185
CA-2014-136644,2014-06-22,Standard Class,AD001214,SH004186
CA-2017-101728,2017-08-23,Standard Class,AD001214,SH004187
CA-2015-162761,2015-10-13,Standard Class,AD001214,SH004188
US-2017-141509,2017-10-01,First Class,AD001214,SH004189
CA-2017-132955,2017-06-28,Standard Class,AD001214,SH004190
CA-2017-131618,2017-06-20,First Class,AD001218,SH004191
CA-2016-160129,2016-11-23,Same Day,AD001218,SH004192
CA-2017-169929,2017-09-28,First Class,AD001218,SH004193
CA-2014-115084,2014-10-22,Standard Class,AD001218,SH004194
US-2017-165869,2017-08-05,Standard Class,AD001218,SH004195
CA-2014-141110,2014-12-01,Standard Class,AD001218,SH004196
CA-2016-149482,2016-11-19,Standard Class,AD001219,SH004197
CA-2017-162565,2017-12-11,Same Day,AD001219,SH004198
CA-2017-155089,2017-12-06,Standard Class,AD001225,SH004199
CA-2014-108707,2014-10-29,Standard Class,AD001225,SH004200
CA-2017-124898,2017-09-15,Standard Class,AD001225,SH004201
US-2017-159205,2017-04-02,Second Class,AD001225,SH004202
CA-2016-137176,2016-09-14,Second Class,AD001225,SH004203
CA-2016-127985,2016-04-05,Second Class,AD001225,SH004204
CA-2017-141201,2017-12-11,Second Class,AD001225,SH004205
CA-2016-101672,2016-10-07,Standard Class,AD001225,SH004206
CA-2015-124541,2015-04-10,Standard Class,AD001231,SH004207
CA-2015-168564,2015-08-08,Same Day,AD001231,SH004208
CA-2016-152408,2016-05-21,Standard Class,AD001231,SH004209
CA-2015-132318,2015-11-02,First Class,AD001231,SH004210
CA-2016-146766,2016-11-04,Same Day,AD001231,SH004211
US-2017-113201,2017-07-05,Standard Class,AD001231,SH004212
CA-2017-162075,2017-03-24,Standard Class,AD001231,SH004213
CA-2014-163650,2014-09-25,First Class,AD001231,SH004214
CA-2015-143238,2015-09-08,First Class,AD001235,SH004215
CA-2017-118367,2017-11-02,Second Class,AD001235,SH004216
CA-2017-141572,2017-05-31,Second Class,AD001235,SH004217
CA-2017-163860,2018-01-01,Standard Class,AD001235,SH004218
CA-2015-104038,2015-02-08,First Class,AD001235,SH004219
CA-2016-144792,2016-05-04,Standard Class,AD001238,SH004220
CA-2017-155712,2017-03-08,Standard Class,AD001238,SH004221
US-2016-102141,2016-08-31,Standard Class,AD001238,SH004222
CA-2017-129294,2017-03-21,Standard Class,AD001238,SH004223
US-2015-129007,2015-09-15,First Class,AD001238,SH004224
CA-2014-164385,2014-10-01,Second Class,AD001239,SH004225
CA-2014-151967,2014-10-26,Standard Class,AD001239,SH004226
CA-2017-109589,2017-12-24,First Class,AD001252,SH004227
CA-2014-152422,2014-10-10,Second Class,AD001252,SH004228
CA-2015-110814,2015-12-09,Second Class,AD001252,SH004229
CA-2016-155845,2016-08-15,Second Class,AD001257,SH004230
CA-2016-101525,2016-05-04,Second Class,AD001257,SH004231
CA-2016-144309,2016-12-16,Standard Class,AD001257,SH004232
US-2016-114230,2016-12-01,Standard Class,AD001257,SH004233
CA-2016-149237,2016-05-30,Standard Class,AD001257,SH004234
CA-2016-165848,2016-06-04,Same Day,AD001268,SH004235
CA-2017-160087,2017-03-22,Standard Class,AD001268,SH004236
CA-2015-103177,2015-06-01,First Class,AD001268,SH004237
CA-2016-126284,2016-09-24,Standard Class,AD001268,SH004238
CA-2014-112718,2014-12-21,Standard Class,AD001269,SH004239
CA-2014-154599,2014-04-17,Standard Class,AD001269,SH004240
CA-2015-155145,2015-12-29,Second Class,AD001269,SH004241
CA-2015-123456,2015-07-13,Standard Class,AD001269,SH004242
CA-2017-155621,2017-11-13,Standard Class,AD001269,SH004243
CA-2016-137204,2016-05-05,Standard Class,AD001272,SH004244
CA-2017-144883,2017-08-19,Standard Class,AD001272,SH004245
CA-2017-132199,2017-05-08,Standard Class,AD001272,SH004246
CA-2017-128076,2017-02-07,Standard Class,AD001272,SH004247
CA-2016-105207,2016-01-08,Standard Class,AD001272,SH004248
CA-2014-147298,2014-05-03,Standard Class,AD001273,SH004249
CA-2017-161823,2017-09-08,Standard Class,AD001273,SH004250
CA-2016-143749,2016-12-07,First Class,AD001273,SH004251
CA-2015-166800,2015-11-26,Standard Class,AD001273,SH004252
CA-2014-164861,2014-12-06,Second Class,AD001276,SH004253
CA-2016-139010,2016-02-26,Second Class,AD001276,SH004254
US-2017-151316,2017-06-30,Standard Class,AD001276,SH004255
US-2014-120175,2014-12-03,Standard Class,AD001276,SH004256
CA-2017-127180,2017-10-24,First Class,AD001277,SH004257
US-2014-119081,2014-09-19,Standard Class,AD001277,SH004258
CA-2016-129847,2016-09-04,First Class,AD001277,SH004259
CA-2017-140536,2017-04-05,First Class,AD001277,SH004260
US-2017-110604,2017-05-20,Standard Class,AD001280,SH004261
CA-2016-167290,2016-11-04,Standard Class,AD001280,SH004262
CA-2014-114510,2014-03-19,Standard Class,AD001280,SH004263
CA-2017-122077,2017-05-25,Standard Class,AD001280,SH004264
CA-2016-163594,2016-04-14,First Class,AD001280,SH004265
CA-2015-162369,2015-08-19,Standard Class,AD001282,SH004266
CA-2016-134376,2016-10-06,Standard Class,AD001282,SH004267
CA-2016-111143,2016-11-22,First Class,AD001282,SH004268
CA-2017-108441,2017-06-18,Standard Class,AD001283,SH004269
US-2014-161305,2014-06-12,Standard Class,AD001283,SH004270
CA-2017-145807,2017-02-13,Standard Class,AD001283,SH004271
CA-2017-159604,2017-04-15,First Class,AD001293,SH004272
CA-2016-149279,2016-04-28,Standard Class,AD001293,SH004273
CA-2016-108875,2016-10-01,Standard Class,AD001293,SH004274
US-2017-166037,2017-02-01,Standard Class,AD001293,SH004275
CA-2017-141446,2017-09-18,Second Class,AD001293,SH004276
CA-2016-111794,2016-10-01,Same Day,AD001295,SH004277
CA-2017-146724,2017-11-27,Standard Class,AD001295,SH004278
CA-2017-169978,2017-12-28,Standard Class,AD001295,SH004279
CA-2017-117821,2017-06-16,Standard Class,AD001295,SH004280
CA-2014-163748,2014-10-18,Standard Class,AD001295,SH004281
US-2016-156692,2016-08-13,Same Day,AD001295,SH004282
CA-2015-165162,2015-05-21,Standard Class,AD001295,SH004283
US-2015-139759,2015-08-30,Standard Class,AD001296,SH004284
US-2017-163790,2017-11-04,Second Class,AD001296,SH004285
CA-2016-147473,2016-06-03,Standard Class,AD001296,SH004286
US-2014-120313,2014-11-02,Second Class,AD001296,SH004287
CA-2014-126403,2014-09-12,Second Class,AD001297,SH004288
CA-2016-115525,2016-07-29,Standard Class,AD001297,SH004289
CA-2017-102155,2017-07-17,Standard Class,AD001297,SH004290
US-2015-131842,2015-12-08,First Class,AD001297,SH004291
CA-2016-101623,2016-03-06,Standard Class,AD001297,SH004292
CA-2015-150308,2015-12-20,Standard Class,AD001297,SH004293
CA-2017-136875,2017-12-03,Same Day,AD001298,SH004294
CA-2017-167668,2017-05-08,First Class,AD001298,SH004295
CA-2016-147368,2016-06-12,First Class,AD001298,SH004296
CA-2014-140816,2014-12-20,Same Day,AD001298,SH004297
US-2017-153633,2017-11-18,Second Class,AD001298,SH004298
CA-2017-121048,2017-07-18,Standard Class,AD001298,SH004299
CA-2017-142489,2017-11-16,Second Class,AD001298,SH004300
CA-2014-151330,2014-10-17,First Class,AD001298,SH004301
US-2014-160780,2014-06-21,Same Day,AD001300,SH004302
CA-2014-100895,2014-06-06,Standard Class,AD001300,SH004303
CA-2015-112130,2015-05-07,Standard Class,AD001300,SH004304
CA-2015-162887,2015-11-09,Second Class,AD001300,SH004305
CA-2017-151176,2017-02-20,Standard Class,AD001300,SH004306
CA-2014-169257,2014-06-12,Standard Class,AD001300,SH004307
CA-2016-148852,2016-05-31,Standard Class,AD001300,SH004308
CA-2015-149097,2015-10-24,Standard Class,AD001300,SH004309
US-2014-158365,2014-04-17,Standard Class,AD001300,SH004310
CA-2016-161662,2016-02-09,First Class,AD001311,SH004311
CA-2017-121314,2017-09-26,First Class,AD001311,SH004312
CA-2016-125220,2016-10-19,Standard Class,AD001311,SH004313
CA-2016-108630,2016-11-18,Same Day,AD001311,SH004314
CA-2017-141782,2017-01-25,Standard Class,AD001311,SH004315
CA-2017-128475,2017-09-01,Standard Class,AD001323,SH004316
US-2015-164308,2015-09-27,First Class,AD001323,SH004317
CA-2016-143924,2016-08-03,Standard Class,AD001323,SH004318
CA-2016-155383,2016-12-22,Standard Class,AD001323,SH004319
CA-2014-154781,2014-11-26,Standard Class,AD001323,SH004320
CA-2016-113726,2016-12-01,Standard Class,AD001323,SH004321
CA-2014-153479,2014-10-08,Standard Class,AD001329,SH004322
CA-2015-124933,2015-12-30,Second Class,AD001329,SH004323
CA-2016-168032,2016-02-03,Standard Class,AD001329,SH004324
CA-2017-104801,2017-02-19,Standard Class,AD001332,SH004325
CA-2015-165624,2015-08-28,Standard Class,AD001332,SH004326
CA-2015-148859,2016-01-01,Standard Class,AD001332,SH004327
CA-2017-106831,2017-06-03,First Class,AD001332,SH004328
CA-2014-149244,2014-11-08,Standard Class,AD001338,SH004329
CA-2014-133809,2014-11-23,Second Class,AD001338,SH004330
CA-2015-108119,2015-11-08,Standard Class,AD001338,SH004331
CA-2016-169887,2016-10-22,Same Day,AD001338,SH004332
CA-2015-110247,2015-12-08,Standard Class,AD001343,SH004333
CA-2016-164574,2016-08-03,Standard Class,AD001343,SH004334
CA-2015-155306,2015-04-21,Standard Class,AD001347,SH004335
CA-2016-132731,2016-11-28,Standard Class,AD001347,SH004336
CA-2017-136350,2017-06-26,Second Class,AD001347,SH004337
US-2017-143175,2017-08-06,Second Class,AD001347,SH004338
CA-2016-106915,2016-12-02,Standard Class,AD001347,SH004339
CA-2014-133963,2014-05-22,Second Class,AD001347,SH004340
CA-2017-138870,2017-06-23,Standard Class,AD001347,SH004341
CA-2014-120950,2014-11-11,Standard Class,AD001347,SH004342
CA-2016-146171,2016-03-15,Standard Class,AD001349,SH004343
CA-2016-124562,2016-12-12,Standard Class,AD001349,SH004344
CA-2017-150525,2017-02-25,Standard Class,AD001349,SH004345
US-2016-111528,2016-12-30,Same Day,AD001349,SH004346
US-2017-106796,2017-05-19,Standard Class,AD001349,SH004347
CA-2017-139787,2017-09-23,Standard Class,AD001349,SH004348
CA-2014-113964,2014-09-30,Standard Class,AD001349,SH004349
CA-2015-152513,2015-07-08,Second Class,AD001349,SH004350
CA-2016-134180,2016-11-07,Standard Class,AD001349,SH004351
CA-2014-129574,2014-05-29,First Class,AD001350,SH004352
CA-2016-152072,2016-01-19,Standard Class,AD001350,SH004353
CA-2015-139962,2015-12-20,Standard Class,AD001350,SH004354
CA-2017-148404,2017-10-11,Standard Class,AD001350,SH004355
CA-2014-116834,2014-10-16,Standard Class,AD001350,SH004356
CA-2017-163692,2017-09-09,First Class,AD001350,SH004357
CA-2015-169796,2015-11-14,Standard Class,AD001350,SH004358
US-2017-162558,2017-10-05,First Class,AD001350,SH004359
CA-2017-169691,2017-06-18,First Class,AD001350,SH004360
US-2017-132381,2017-08-24,First Class,AD001350,SH004361
CA-2017-139822,2017-09-21,Standard Class,AD001350,SH004362
US-2015-122140,2015-04-07,Standard Class,AD001354,SH004363
US-2017-166233,2017-07-09,Standard Class,AD001354,SH004364
CA-2017-143329,2017-11-08,Standard Class,AD001375,SH004365
US-2014-130358,2014-06-26,First Class,AD001375,SH004366
CA-2016-125815,2016-11-01,Second Class,AD001375,SH004367
CA-2015-109337,2015-11-23,Second Class,AD001375,SH004368
CA-2015-148635,2015-07-27,Second Class,AD001378,SH004369
CA-2017-125878,2017-03-02,Standard Class,AD001378,SH004370
CA-2014-150301,2014-07-10,First Class,AD001378,SH004371
CA-2017-115448,2017-11-14,First Class,AD001378,SH004372
CA-2017-103212,2017-10-14,First Class,AD001378,SH004373
CA-2015-104626,2015-09-08,Standard Class,AD001380,SH004374
US-2015-163783,2016-01-01,Standard Class,AD001380,SH004375
CA-2017-142671,2017-11-14,Second Class,AD001380,SH004376
CA-2017-160899,2017-08-13,Second Class,AD001380,SH004377
CA-2015-104871,2015-04-03,Standard Class,AD001380,SH004378
US-2016-140158,2016-10-08,Standard Class,AD001380,SH004379
CA-2016-160241,2016-12-04,Second Class,AD001380,SH004380
CA-2014-100881,2014-04-01,Standard Class,AD001380,SH004381
CA-2016-160500,2016-05-08,First Class,AD001381,SH004382
US-2017-105389,2017-10-28,Second Class,AD001381,SH004383
CA-2016-136231,2016-09-07,Second Class,AD001381,SH004384
CA-2015-129392,2015-07-08,Same Day,AD001381,SH004385
CA-2017-110429,2017-11-08,Standard Class,AD001381,SH004386
CA-2014-160766,2014-09-14,Same Day,AD001381,SH004387
CA-2017-139717,2017-08-26,Second Class,AD001381,SH004388
CA-2017-134649,2017-01-31,Second Class,AD001387,SH004389
CA-2015-105690,2015-11-26,Second Class,AD001387,SH004390
CA-2016-157791,2016-12-28,Second Class,AD001387,SH004391
CA-2015-161452,2015-04-11,Standard Class,AD001387,SH004392
CA-2017-122112,2017-09-29,Standard Class,AD001387,SH004393
CA-2014-167997,2014-01-29,First Class,AD001387,SH004394
CA-2017-135650,2017-03-27,Standard Class,AD001393,SH004395
US-2014-122021,2014-10-17,First Class,AD001393,SH004396
CA-2016-161928,2016-06-29,Second Class,AD001393,SH004397
CA-2016-134544,2016-03-19,Second Class,AD001393,SH004398
